row,SID,ip,firstName,# Users,Trials per user,domain,experimentName,levelName,Numberline,currentLevelNo,totalTrials,currentMode,currentQuestion,Opportunity Count,Temp(Opp),answerByUser,answerDec,Hit Rate,hitType,currentTrialStartTime,currentTrialEndTime,currentAccuracy,avgAccuracy,curReactionTime,totalTime,itemsPlayed,timeLimit,avgTime,bestTime,currentStarCount,totalStarCount,score,fireType,sound,verInfo
1013680,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole5_0_25,0-25,5,4,sub,16,1,16user61010-25,(590.05 # 511.1),14.841,1,Partial Hit!!,Wed Sep 21 16:13:27 2011 UTC,Wed Sep 21 16:13:34 2011 UTC,95.36,91.59,7.516,289.368 Secs,20,60,4.14575,0.162,0,15,0,CLICK,ON,BSNL v2.1 UCLA
1013712,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole6_0_50,0-50,6,4,sub,22,1,22user61010-50,(508.45 # 516.45),24.8528,0,Near Miss!!,Wed Sep 21 16:13:45 2011 UTC,Wed Sep 21 16:13:50 2011 UTC,94.29,94.29,5.42,305.641 Secs,21,60,5.42,5.42,0,15,0,CLICK,ON,BSNL v2.1 UCLA
1013728,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole6_0_50,0-50,6,4,sub,37,1,37user61010-50,(697.1 # 496.4),35.9835,1,Perfect Hit!!,Wed Sep 21 16:13:55 2011 UTC,Wed Sep 21 16:13:58 2011 UTC,97.97,96.13,2.455,312.907 Secs,22,60,3.9375,2.455,1,16,0,CLICK,ON,BSNL v2.1 UCLA
1013743,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole6_0_50,0-50,6,4,sub,2,1,2user61010-50,(160.6 # 503.1),4.3581,1,Partial Hit!!,Wed Sep 21 16:14:02 2011 UTC,Wed Sep 21 16:14:05 2011 UTC,95.28,95.85,2.195,319.879 Secs,23,60,3.356666667,2.195,1,17,0,CLICK,ON,BSNL v2.1 UCLA
1013761,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole6_0_50,0-50,6,4,sub,48,1,48user61010-50,(888.45 # 515.1),47.232,1,Perfect Hit!!,Wed Sep 21 16:14:09 2011 UTC,Wed Sep 21 16:14:13 2011 UTC,98.46,96.5,3.828,328.512 Secs,24,60,3.4745,2.195,2,19,0,CLICK,ON,BSNL v2.1 UCLA
1013788,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole7_0_100,0-100,7,4,sub,88,1,88user61010-100,(817.55 # 512.45),86.1013,1,Perfect Hit!!,Wed Sep 21 16:14:24 2011 UTC,Wed Sep 21 16:14:27 2011 UTC,98.1,98.1,3.287,342.571 Secs,25,60,3.287,3.287,1,22,0,CLICK,ON,BSNL v2.1 UCLA
1013803,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole7_0_100,0-100,7,4,sub,8,1,8user61010-100,(198.05 # 503.1),13.192,0,Near Miss!!,Wed Sep 21 16:14:32 2011 UTC,Wed Sep 21 16:14:35 2011 UTC,94.81,96.46,3.219,350.602 Secs,26,60,3.253,3.219,1,23,0,CLICK,ON,BSNL v2.1 UCLA
1013827,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole7_0_100,0-100,7,4,sub,48,1,48user61010-100,(492.4 # 497.75),47.821,1,Perfect Hit!!,Wed Sep 21 16:14:40 2011 UTC,Wed Sep 21 16:14:46 2011 UTC,99.82,97.58,6.356,361.772 Secs,27,60,4.287333333,3.219,2,25,0,CLICK,ON,BSNL v2.1 UCLA
1013854,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole7_0_100,0-100,7,4,sub,28,1,28user61010-100,(369.3 # 500.4),33.3333,0,Near Miss!!,Wed Sep 21 16:14:51 2011 UTC,Wed Sep 21 16:14:58 2011 UTC,94.67,96.85,6.58,373.133 Secs,28,60,4.8605,3.219,2,27,0,CLICK,ON,BSNL v2.1 UCLA
1013878,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole8_10_20,10-20,8,4,sub,17,1,17user610110-20,(616.85 # 517.8),16.2426,0,Miss!!,Wed Sep 21 16:15:09 2011 UTC,Wed Sep 21 16:15:12 2011 UTC,92.43,92.43,3.371,387.389 Secs,29,60,3.371,3.371,0,29,0,CLICK,ON,BSNL v2.1 UCLA
1013905,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole8_10_20,10-20,8,4,sub,15,1,15user610110-20,(690.4 # 508.45),17.1143,0,Miss!!,Wed Sep 21 16:15:17 2011 UTC,Wed Sep 21 16:15:24 2011 UTC,78.86,85.65,7.217,399.436 Secs,30,60,5.294,3.371,0,29,0,CLICK,ON,BSNL v2.1 UCLA
1013929,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole8_10_20,10-20,8,4,sub,12,1,12user610110-20,(499.1 # 512.45),14.8645,0,Miss!!,Wed Sep 21 16:15:29 2011 UTC,Wed Sep 21 16:15:34 2011 UTC,71.36,80.89,5.356,409.608 Secs,31,60,5.314666667,3.371,0,29,0,CLICK,ON,BSNL v2.1 UCLA
1013945,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole8_10_20,10-20,8,4,sub,19,1,19user610110-20,(912.55 # 500.4),19.7291,0,Miss!!,Wed Sep 21 16:15:39 2011 UTC,Wed Sep 21 16:15:43 2011 UTC,92.71,83.85,3.994,418.444 Secs,32,60,4.9845,3.371,0,29,0,CLICK,ON,BSNL v2.1 UCLA
1013967,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole9_10_50,10-50,9,4,sub,48,1,48user610110-50,(838.95 # 499.05),45.4299,0,Near Miss!!,Wed Sep 21 16:15:54 2011 UTC,Wed Sep 21 16:15:56 2011 UTC,93.57,93.57,2.002,431.256 Secs,33,60,2.002,2.002,0,29,0,CLICK,ON,BSNL v2.1 UCLA
1013988,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole9_10_50,10-50,9,4,sub,30,1,30user610110-50,(582.05 # 504.4),33.3687,0,Miss!!,Wed Sep 21 16:16:01 2011 UTC,Wed Sep 21 16:16:07 2011 UTC,91.58,92.57,6.008,442.094 Secs,34,60,4.005,2.002,0,29,0,CLICK,ON,BSNL v2.1 UCLA
1014019,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole9_10_50,10-50,9,4,sub,15,1,15user610110-50,(214.1 # 507.1),16.0306,1,Perfect Hit!!,Wed Sep 21 16:16:12 2011 UTC,Wed Sep 21 16:16:20 2011 UTC,97.42,94.19,8.448,455.366 Secs,35,60,5.486,2.002,1,30,0,CLICK,ON,BSNL v2.1 UCLA
1014035,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole9_10_50,10-50,9,4,sub,25,1,25user610110-50,(400.1 # 493.7),24.7939,1,Perfect Hit!!,Wed Sep 21 16:16:25 2011 UTC,Wed Sep 21 16:16:30 2011 UTC,99.48,95.51,5.174,465.358 Secs,36,60,5.408,2.002,2,32,0,CLICK,ON,BSNL v2.1 UCLA
1014066,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole10_10_100,10-100,10,4,sub,75,1,75user610110-100,(813.5 # 501.75),87.0671,0,Miss!!,Wed Sep 21 16:16:41 2011 UTC,Wed Sep 21 16:16:46 2011 UTC,86.59,86.59,5.612,481.829 Secs,37,60,5.612,5.612,0,34,0,CLICK,ON,BSNL v2.1 UCLA
1014092,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole10_10_100,10-100,10,4,sub,30,1,30user610110-100,(256.9 # 499.05),28.0212,1,Perfect Hit!!,Wed Sep 21 16:16:51 2011 UTC,Wed Sep 21 16:16:58 2011 UTC,97.8,92.2,7.089,493.707 Secs,38,60,6.3505,5.612,1,35,0,CLICK,ON,BSNL v2.1 UCLA
1014107,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole10_10_100,10-100,10,4,sub,15,1,15user610110-100,(232.85 # 496.4),25.477,0,Miss!!,Wed Sep 21 16:17:03 2011 UTC,Wed Sep 21 16:17:09 2011 UTC,88.36,90.92,5.654,504.172 Secs,39,60,6.118333333,5.612,1,36,0,CLICK,ON,BSNL v2.1 UCLA
1014126,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole10_10_100,10-100,10,4,sub,95,1,95user610110-100,(887.1 # 496.4),94.9117,1,Perfect Hit!!,Wed Sep 21 16:17:14 2011 UTC,Wed Sep 21 16:17:17 2011 UTC,99.9,93.17,3.219,512.207 Secs,40,60,5.3935,3.219,2,38,0,CLICK,ON,BSNL v2.1 UCLA
1014165,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole11_0_500,0-500,11,4,sub,375,1,375user61010-500,(691.75 # 508.45),356.3015,1,Partial Hit!!,Wed Sep 21 16:17:28 2011 UTC,Wed Sep 21 16:17:35 2011 UTC,96.26,96.26,7.336,530.389 Secs,41,60,7.336,7.336,0,40,0,CLICK,ON,BSNL v2.1 UCLA
1014184,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole11_0_500,0-500,11,4,sub,200,1,200user61010-500,(422.8 # 501.75),197.8799,1,Perfect Hit!!,Wed Sep 21 16:17:40 2011 UTC,Wed Sep 21 16:17:46 2011 UTC,99.58,97.92,6.287,541.475 Secs,42,60,6.8115,6.287,1,41,0,CLICK,ON,BSNL v2.1 UCLA
1014196,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole11_0_500,0-500,11,4,sub,20,1,20user61010-500,(109.75 # 493.7),13.5453,1,Perfect Hit!!,Wed Sep 21 16:17:51 2011 UTC,Wed Sep 21 16:17:54 2011 UTC,98.71,98.18,3.154,549.438 Secs,43,60,5.592333333,3.154,2,43,0,CLICK,ON,BSNL v2.1 UCLA
1014216,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole11_0_500,0-500,11,4,sub,385,1,385user61010-500,(768 # 500.4),401.649,1,Partial Hit!!,Wed Sep 21 16:17:59 2011 UTC,Wed Sep 21 16:18:04 2011 UTC,96.67,97.8,5.552,559.838 Secs,44,60,5.58225,3.154,2,45,0,CLICK,ON,BSNL v2.1 UCLA
1014256,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole12_0_1000,0-1000,12,4,sub,580,1,580user61010-1000,(616.85 # 492.4),624.2638,1,Partial Hit!!,Wed Sep 21 16:18:15 2011 UTC,Wed Sep 21 16:18:23 2011 UTC,95.57,95.57,7.385,578.137 Secs,45,60,7.385,7.385,0,47,0,CLICK,ON,BSNL v2.1 UCLA
1014272,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole12_0_1000,0-1000,12,4,sub,920,1,920user61010-1000,(825.55 # 496.4),870.4358,1,Partial Hit!!,Wed Sep 21 16:18:28 2011 UTC,Wed Sep 21 16:18:31 2011 UTC,95.04,95.31,3.134,586.088 Secs,46,60,5.2595,3.134,0,47,0,CLICK,ON,BSNL v2.1 UCLA
1014291,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole12_0_1000,0-1000,12,4,sub,110,1,110user61010-1000,(200.7 # 495.05),134.2756,1,Perfect Hit!!,Wed Sep 21 16:18:35 2011 UTC,Wed Sep 21 16:18:39 2011 UTC,97.57,96.06,3.922,594.807 Secs,47,60,4.813666667,3.134,1,48,0,CLICK,ON,BSNL v2.1 UCLA
1014304,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole12_0_1000,0-1000,12,4,sub,750,1,750user61010-1000,(788.1 # 505.75),826.8551,0,Miss!!,Wed Sep 21 16:18:44 2011 UTC,Wed Sep 21 16:18:47 2011 UTC,92.31,95.12,3.008,602.659 Secs,48,60,4.36225,3.008,1,49,0,CLICK,ON,BSNL v2.1 UCLA
1014335,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole13_12_37,12-37,13,4,sub,27,1,27user610112-37,(729.2 # 508.45),30.934,0,Miss!!,Wed Sep 21 16:18:58 2011 UTC,Wed Sep 21 16:19:02 2011 UTC,84.26,84.26,3.861,617.344 Secs,49,60,3.861,3.861,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014361,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole13_12_37,12-37,13,4,sub,17,1,17user610112-37,(219.45 # 495.05),15.9164,1,Partial Hit!!,Wed Sep 21 16:19:07 2011 UTC,Wed Sep 21 16:19:17 2011 UTC,95.67,89.97,10.654,632.805 Secs,50,60,7.2575,3.861,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014385,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole13_12_37,12-37,13,4,sub,22,1,22user610112-37,(381.35 # 499.05),20.6867,0,Near Miss!!,Wed Sep 21 16:19:22 2011 UTC,Wed Sep 21 16:19:28 2011 UTC,94.75,91.56,6.111,643.727 Secs,51,60,6.875333333,3.861,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014414,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole13_12_37,12-37,13,4,sub,32,1,32user610112-37,(853.65 # 507.1),34.5854,0,Miss!!,Wed Sep 21 16:19:33 2011 UTC,Wed Sep 21 16:19:42 2011 UTC,89.66,91.09,9.145,657.698 Secs,52,60,7.44275,3.861,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014444,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole14_37_62,37-62,14,4,sub,57,1,57user610137-62,(697.1 # 500.4),54.9918,0,Miss!!,Wed Sep 21 16:19:53 2011 UTC,Wed Sep 21 16:19:57 2011 UTC,91.97,91.97,3.789,672.342 Secs,53,60,3.789,3.789,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014471,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole14_37_62,37-62,14,4,sub,42,1,42user610137-62,(303.75 # 507.1),43.3899,0,Near Miss!!,Wed Sep 21 16:20:02 2011 UTC,Wed Sep 21 16:20:10 2011 UTC,94.44,93.21,7.922,685.108 Secs,54,60,5.8555,3.789,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014494,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole14_37_62,37-62,14,4,sub,52,1,52user610137-62,(756 # 500.4),56.7291,0,Miss!!,Wed Sep 21 16:20:14 2011 UTC,Wed Sep 21 16:20:20 2011 UTC,81.08,89.17,5.508,695.426 Secs,55,60,5.739666667,3.789,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014516,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole14_37_62,37-62,14,4,sub,47,1,47user610137-62,(297.05 # 503.1),43.2132,0,Miss!!,Wed Sep 21 16:20:25 2011 UTC,Wed Sep 21 16:20:32 2011 UTC,84.85,88.09,7.301,707.553 Secs,56,60,6.13,3.789,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014543,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole15_12_62,12-62,15,4,sub,32,1,32user610112-62,(484.35 # 512.45),35.4393,0,Near Miss!!,Wed Sep 21 16:20:43 2011 UTC,Wed Sep 21 16:20:48 2011 UTC,93.12,93.12,5.33,723.713 Secs,57,60,5.33,5.33,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014566,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole15_12_62,12-62,15,4,sub,22,1,22user610112-62,(285 # 491.05),23.7197,1,Partial Hit!!,Wed Sep 21 16:20:53 2011 UTC,Wed Sep 21 16:20:59 2011 UTC,96.56,94.84,5.822,734.338 Secs,58,60,5.576,5.33,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014582,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole15_12_62,12-62,15,4,sub,42,1,42user610112-62,(508.45 # 500.4),36.8528,0,Miss!!,Wed Sep 21 16:21:04 2011 UTC,Wed Sep 21 16:21:07 2011 UTC,89.71,93.13,3.724,742.877 Secs,59,60,4.958666667,3.724,0,50,0,CLICK,ON,BSNL v2.1 UCLA
1014601,58,170.185.142.19 ,6101,0,84,whole,Condition-1,uclawhole15_12_62,12-62,15,4,sub,52,1,52user610112-62,(753.3 # 517.8),51.2815,1,Perfect Hit!!,Wed Sep 21 16:21:12 2011 UTC,Wed Sep 21 16:21:18 2011 UTC,98.56,94.49,5.734,753.42 Secs,60,60,5.1525,3.724,1,51,0,CLICK,ON,BSNL v2.1 UCLA
1014630,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac1_0_1,0-1,16,4,sub,1/4,1,1/4user61010-1,(187.35 # 493.7),0.119,0,Miss!!,Wed Sep 21 16:21:29 2011 UTC,Wed Sep 21 16:21:33 2011 UTC,86.9,86.9,4.466,768.752 Secs,61,60,4.466,4.466,0,52,0,CLICK,ON,BSNL v2.1 UCLA
1014648,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac1_0_1,0-1,16,4,sub,1/2,1,1/2user61010-1,(500.45 # 505.75),0.4876,1,Perfect Hit!!,Wed Sep 21 16:21:38 2011 UTC,Wed Sep 21 16:21:43 2011 UTC,98.76,92.83,5.37,778.954 Secs,62,60,4.918,4.466,1,53,0,CLICK,ON,BSNL v2.1 UCLA
1014674,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac1_0_1,0-1,16,4,sub,1/3,1,1/3user61010-1,(329.15 # 499.05),0.2862,1,Partial Hit!!,Wed Sep 21 16:21:48 2011 UTC,Wed Sep 21 16:21:55 2011 UTC,95.29,93.65,7.006,790.79 Secs,63,60,5.614,4.466,1,54,0,CLICK,ON,BSNL v2.1 UCLA
1014694,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac1_0_1,0-1,16,4,sub,1/5,1,1/5user61010-1,(177.95 # 479),0.1072,0,Miss!!,Wed Sep 21 16:22:00 2011 UTC,Wed Sep 21 16:22:05 2011 UTC,90.72,92.92,4.555,800.206 Secs,64,60,5.34925,4.466,1,55,0,CLICK,ON,BSNL v2.1 UCLA
1014730,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac2_0_1,0-1,17,4,sub,2/6,1,2/6user61010-1,(339.85 # 449.55),0.298,1,Partial Hit!!,Wed Sep 21 16:22:16 2011 UTC,Wed Sep 21 16:22:23 2011 UTC,96.47,96.47,7.617,818.635 Secs,65,60,7.617,7.617,0,56,0,CLICK,ON,BSNL v2.1 UCLA
1014753,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac2_0_1,0-1,17,4,sub,2/4,1,2/4user61010-1,(354.6 # 497.75),0.3157,0,Miss!!,Wed Sep 21 16:22:28 2011 UTC,Wed Sep 21 16:22:35 2011 UTC,81.57,89.02,6.772,830.192 Secs,66,60,7.1945,6.772,0,56,0,CLICK,ON,BSNL v2.1 UCLA
1014769,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac2_0_1,0-1,17,4,sub,2/3,1,2/3user61010-1,(741.25 # 491.05),0.7715,0,Miss!!,Wed Sep 21 16:22:39 2011 UTC,Wed Sep 21 16:22:42 2011 UTC,89.52,89.19,2.982,837.967 Secs,67,60,5.790333333,2.982,0,56,0,CLICK,ON,BSNL v2.1 UCLA
1014787,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac2_0_1,0-1,17,4,sub,2/5,1,2/5user61010-1,(417.45 # 504.4),0.3899,1,Perfect Hit!!,Wed Sep 21 16:22:47 2011 UTC,Wed Sep 21 16:22:53 2011 UTC,98.99,91.64,5.611,848.399 Secs,68,60,5.7455,2.982,1,57,0,CLICK,ON,BSNL v2.1 UCLA
1014812,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac3_0_1,0-1,18,4,sub,3/7,1,3/7user61010-1,(604.8 # 500.4),0.6101,0,Miss!!,Wed Sep 21 16:23:04 2011 UTC,Wed Sep 21 16:23:06 2011 UTC,81.85,81.85,2.567,861.786 Secs,69,60,2.567,2.567,0,58,0,CLICK,ON,BSNL v2.1 UCLA
1014829,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac3_0_1,0-1,18,4,sub,3/6,1,3/6user61010-1,(520.5 # 509.75),0.5112,1,Perfect Hit!!,Wed Sep 21 16:23:11 2011 UTC,Wed Sep 21 16:23:16 2011 UTC,98.88,90.37,4.778,871.364 Secs,70,60,3.6725,2.567,1,59,0,CLICK,ON,BSNL v2.1 UCLA
1014852,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac3_0_1,0-1,18,4,sub,3/5,1,3/5user61010-1,(576.7 # 489.7),0.5771,1,Perfect Hit!!,Wed Sep 21 16:23:21 2011 UTC,Wed Sep 21 16:23:28 2011 UTC,97.71,92.82,7.141,883.325 Secs,71,60,4.828666667,2.567,2,61,0,CLICK,ON,BSNL v2.1 UCLA
1014866,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac3_0_1,0-1,18,4,sub,3/4,1,3/4user61010-1,(685.05 # 496.4),0.7055,1,Partial Hit!!,Wed Sep 21 16:23:33 2011 UTC,Wed Sep 21 16:23:36 2011 UTC,95.55,93.5,3.453,891.571 Secs,72,60,4.48475,2.567,2,63,0,CLICK,ON,BSNL v2.1 UCLA
1014893,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac4_0_1,0-1,19,4,sub,2/3,2,2/3user61010-1,(721.2 # 493.7),0.7479,0,Miss!!,Wed Sep 21 16:23:47 2011 UTC,Wed Sep 21 16:23:49 2011 UTC,91.88,91.88,2.032,904.415 Secs,73,60,2.032,2.032,0,65,0,CLICK,ON,BSNL v2.1 UCLA
1014899,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac4_0_1,0-1,19,4,sub,3/4,2,3/4user61010-1,(469.65 # 258.25),0.4511,0,Miss!!,Wed Sep 21 16:23:54 2011 UTC,Wed Sep 21 16:23:54 2011 UTC,70.11,81,0.473,909.688 Secs,74,60,1.2525,0.473,0,65,0,CLICK,ON,BSNL v2.1 UCLA
1014917,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac4_0_1,0-1,19,4,sub,17/18,1,17/18user61010-1,(860.35 # 507.1),0.9117,1,Partial Hit!!,Wed Sep 21 16:23:59 2011 UTC,Wed Sep 21 16:24:02 2011 UTC,96.73,86.24,3.191,917.674 Secs,75,60,1.898666667,0.473,0,65,0,CLICK,ON,BSNL v2.1 UCLA
1014934,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac4_0_1,0-1,19,4,sub,99/100,1,99/100user61010-1,(888.45 # 499.05),0.9446,1,Partial Hit!!,Wed Sep 21 16:24:07 2011 UTC,Wed Sep 21 16:24:12 2011 UTC,95.46,88.54,4.767,927.219 Secs,76,60,2.61575,0.473,0,65,0,CLICK,ON,BSNL v2.1 UCLA
1014959,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac5_0_1,0-1,20,4,sub,3/6,2,3/6user61010-1,(548.6 # 489.7),0.5442,1,Partial Hit!!,Wed Sep 21 16:24:23 2011 UTC,Wed Sep 21 16:24:25 2011 UTC,95.58,95.58,2.901,940.95 Secs,77,60,2.901,2.901,0,65,0,CLICK,ON,BSNL v2.1 UCLA
1014971,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac5_0_1,0-1,20,4,sub,4/4,1,4/4user61010-1,(935.25 # 507.1),1,1,Perfect Hit!!,Wed Sep 21 16:24:30 2011 UTC,Wed Sep 21 16:24:33 2011 UTC,100,97.79,2.735,948.456 Secs,78,60,2.818,2.735,1,66,0,CLICK,ON,BSNL v2.1 UCLA
1014986,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac5_0_1,0-1,20,4,sub,6/8,1,6/8user61010-1,(717.2 # 504.4),0.7432,1,Perfect Hit!!,Wed Sep 21 16:24:38 2011 UTC,Wed Sep 21 16:24:40 2011 UTC,99.32,98.3,2.566,955.85 Secs,79,60,2.734,2.566,2,68,0,CLICK,ON,BSNL v2.1 UCLA
1015002,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac5_0_1,0-1,20,4,sub,3/9,1,3/9user61010-1,(297.05 # 488.35),0.2485,0,Miss!!,Wed Sep 21 16:24:45 2011 UTC,Wed Sep 21 16:24:48 2011 UTC,91.52,96.6,2.875,963.493 Secs,80,60,2.76925,2.566,2,70,0,CLICK,ON,BSNL v2.1 UCLA
1015026,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac6_0_2,0-2,21,4,sub,9/10,1,9/10user61010-2,(454.95 # 499.05),0.8669,1,Perfect Hit!!,Wed Sep 21 16:24:59 2011 UTC,Wed Sep 21 16:25:02 2011 UTC,98.35,98.35,3.18,977.532 Secs,81,60,3.18,3.18,1,73,0,CLICK,ON,BSNL v2.1 UCLA
1015046,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac6_0_2,0-2,21,4,sub,1/2,1,1/2user61010-2,(329.15 # 503.1),0.5724,1,Partial Hit!!,Wed Sep 21 16:25:07 2011 UTC,Wed Sep 21 16:25:12 2011 UTC,96.38,97.37,4.797,987.147 Secs,82,60,3.9885,3.18,1,74,0,CLICK,ON,BSNL v2.1 UCLA
1015057,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac6_0_2,0-2,21,4,sub,3/2,1,3/2user61010-2,(433.55 # 520.45),0.8174,0,Miss!!,Wed Sep 21 16:25:16 2011 UTC,Wed Sep 21 16:25:19 2011 UTC,65.87,86.87,2.867,994.819 Secs,83,60,3.614666667,2.867,1,75,0,CLICK,ON,BSNL v2.1 UCLA
1015069,58,170.185.142.19 ,6101,0,84,fraction,Condition-1,uclafrac6_0_2,0-2,21,4,sub,3/4,1,3/4user61010-2,(477.7 # 493.7),0.9211,0,Miss!!,Wed Sep 21 16:25:24 2011 UTC,Wed Sep 21 16:25:31 2011 UTC,91.45,88.02,7.427,1007.043 Secs,84,60,4.56775,2.867,1,76,0,CLICK,ON,BSNL v2.1 UCLA
1012960,58,170.185.142.19 ,6102,1,95,whole,Condition-2,uclawhole1_0_10,0-10,1,4,sub,5,1,5user61020-10,(595.75 # 489.85),5.9953,0,Miss!!,Wed Sep 21 16:06:35 2011 UTC,Wed Sep 21 16:06:41 2011 UTC,90.05,90.05,6.676,48.966 Secs,1,60,6.676,6.676,0,0,0,CLICK,ON,BSNL v2.1 UCLA
1012968,58,170.185.142.19 ,6102,0,95,whole,Condition-2,uclawhole1_0_10,0-10,1,4,sub,8,1,8user61020-10,(593.95 # 507.8),5.9717,0,Miss!!,Wed Sep 21 16:06:46 2011 UTC,Wed Sep 21 16:06:49 2011 UTC,79.72,84.89,3.125,56.927 Secs,2,60,4.9005,3.125,0,0,0,CLICK,ON,BSNL v2.1 UCLA
1012978,58,170.185.142.19 ,6102,0,95,whole,Condition-2,uclawhole1_0_10,0-10,1,4,sub,3,1,3user61020-10,(267.35 # 513.2),2.1319,0,Miss!!,Wed Sep 21 16:06:54 2011 UTC,Wed Sep 21 16:07:02 2011 UTC,91.32,87.03,7.49,69.226 Secs,3,60,5.763666667,3.125,0,0,0,CLICK,ON,BSNL v2.1 UCLA
1012987,58,170.185.142.19 ,6102,0,95,whole,Condition-2,uclawhole1_0_10,0-10,1,4,sub,1,1,1user61020-10,(159.7 # 502.45),0.8598,1,Perfect Hit!!,Wed Sep 21 16:07:06 2011 UTC,Wed Sep 21 16:07:09 2011 UTC,98.6,89.92,2.492,76.529 Secs,4,60,4.94575,2.492,1,1,0,CLICK,ON,BSNL v2.1 UCLA
